Age,Genre,3D,IMAX,Rating_IMDB,Rating_Rotten_Tomatoes,Streaming_Netflix,Streaming_Amazon_Prime,Streaming_Disney+,Actor_1_Popularity,Actor_2_Popularity,Director_Popularity,Marketing_Budget,Viewer_Reviews,Awards_Won,Marketing_Campaign_Success,Sequel,Prequel,Social_Media_Buzz,Movie_Length_minutes,Budget,In_Theaters,Interest Level
61,Sci-Fi,0,1,5.59389240103809,81.88041681991183,0,1,0,50.68508357142587,19.960610882964666,22.902544160861684,53224.09589993351,3.9939093983880234,3,1.8318062521456318,1,0,84.40230158996309,163,90240566.54686567,1,High
47,Drama,1,1,6.639332599838892,85.40219470335109,1,0,1,46.04073109304598,50.922082618510125,68.03029755318634,254203.67254334324,5.528884750763888,1,4.871672801006617,0,1,39.40199124418422,200,28505956.59099735,1,Medium
55,Drama,0,1,9.33744346057078,93.85855791195553,0,0,1,75.59408493920158,86.69885860090046,77.45178731343438,75172.61247121521,1.126716969546016,4,6.279699816757147,1,1,64.20718842298592,226,65428972.85077464,1,Medium
19,Action,1,1,1.1720448498678762,9.42524512585875,0,0,0,14.11459497785073,24.893620679912488,47.84810550155547,104670.93392610595,1.062618285729621,1,9.185655848005474,0,0,94.35404875366463,103,53528334.6778201,1,Medium
38,Sci-Fi,1,0,5.291591214860354,39.174161658820005,0,0,0,55.1446358655193,8.77508803648707,62.15496548211764,813115.4769885432,3.161139584063679,0,2.696392449447748,0,1,21.974031383544343,87,59673127.73988582,1,Low
50,Romance,0,1,7.189498381875046,8.03245401535621,1,1,1,55.07851241295424,36.28406884911681,46.17626645841746,39834.823319672614,1.9072647742517672,1,8.253576715397346,1,0,6.842036552077065,227,41637311.26756759,0,Low
29,Drama,0,0,7.5043626192840565,21.868517053452834,1,0,1,9.857839158228334,75.0175306319328,89.5150455565267,659283.851140808,3.3419023114217827,4,2.175620347689322,0,1,54.20933838602522,75,30069147.90831574,1,Medium
39,Action,1,0,7.232791883833972,23.707211926729563,0,0,0,42.38042446518445,55.518363924784666,50.2890488709176,273285.19106658513,2.5933896507555767,3,3.180120940682265,0,0,15.117090987695734,109,4948491.72789393,0,Low
61,Romance,1,1,2.2099161646730967,47.44161389371029,0,0,1,85.47519505815299,81.8625435878604,84.33906219385307,871674.1350274183,1.2566802235478343,4,3.1900949514111074,0,1,19.54459017842614,174,74453665.835487,1,Low
42,Sci-Fi,0,1,3.694560295345131,27.587654577910616,1,0,1,85.75920857747137,95.99962261331416,80.33385376875461,485507.29229292204,9.183737317654444,1,8.897312763179492,0,1,89.26237978342637,215,74634736.87320326,0,High
44,Drama,0,0,4.228439728753122,10.996832574958349,1,0,1,10.82452882704842,79.47358519841009,41.63997731348729,306270.8828684979,1.0740081825000236,4,2.791159228134884,1,1,1.7329424058442422,127,67105501.43386445,1,Low
59,Romance,1,0,8.239934869115544,17.581617820316662,1,1,0,9.981367392035255,60.77650480553159,23.77836469389003,518121.2967537451,7.624739299033768,1,8.082646542868682,0,0,81.86518261992299,151,64399015.4331501,0,High
45,Romance,0,1,3.508838851730977,15.580280791657001,0,0,1,27.006852223191594,49.840817217185666,41.20213112341733,382576.0610262236,2.369330982275649,3,5.156258806176579,0,1,52.17812685722515,180,24447341.50353587,0,Medium
33,Romance,1,1,2.8963446748048285,97.33460299331753,0,1,0,87.60184019284536,4.966839548478401,82.7955202017468,564736.7636051604,9.2100665979964,3,9.991816910175796,1,0,56.37014437688474,199,2332258.8832524917,1,Medium
32,Drama,1,0,9.617032171342865,76.16995818492889,0,0,0,13.761355922276396,98.44787590259008,23.535621046119843,115418.33545802189,9.035163456308972,0,8.551823487868948,0,0,67.50502808517989,75,80890668.14885543,0,High
64,Drama,1,1,1.07976956602122,96.80838506168664,0,0,0,72.27968346011718,38.964631134929206,52.919198239917186,996993.5123097386,6.885110317323316,3,7.657328210030362,1,0,43.71305423849303,112,49164739.7160131,1,Medium
61,Comedy,1,1,9.980387701137804,44.53430816428295,0,0,0,11.015396341697219,16.070593177769815,80.803578048114,426130.32181902084,7.050107348205446,2,8.836536759869759,0,0,12.44557693104906,108,30753129.257191572,1,Medium
20,Sci-Fi,0,1,7.091391689716561,28.558479684603004,1,0,0,62.69064752103471,67.00417668424922,35.9942700377095,348882.4090676613,1.048052277727197,4,6.7062735334453025,1,1,11.179202156677556,223,10282997.48737895,0,Low
54,Action,0,0,8.456223695042054,80.03102652370949,0,0,1,36.25066261279534,29.144540620450474,64.57875406326704,710499.6384679487,9.863844095022419,4,8.592870308756478,0,1,75.68185771921031,121,6365886.9310487015,0,High
24,Romance,0,0,3.6515745671157385,33.29913788607353,1,0,0,79.10248233362084,58.992048822173714,25.31752583083264,364535.50708883716,8.90049343218233,1,3.3501416262531025,1,1,22.882479183461207,143,34951785.50733821,1,Low
38,Comedy,0,0,1.1288374990035397,30.638953996829482,1,0,0,24.135354433710997,59.090022876614526,11.818665091447832,833441.0307237289,9.055956031570828,3,1.8793288999096744,1,0,3.782066678146776,213,80493232.77021736,1,Low
26,Action,0,1,7.64082566705377,24.01809322857529,0,0,0,64.28098110960602,45.127252269384044,79.64403828419277,454816.45363606483,6.933200833457848,0,6.543388063780019,1,1,97.98177502079517,115,91880502.55844967,1,High
56,Comedy,0,1,8.507301373006083,13.8382188441993,1,1,1,24.33257092301261,83.77574293895923,10.797893717461976,719838.8548521695,4.103082357890829,0,4.912213533972274,0,0,98.05876041670864,179,89685461.32484517,0,High
35,Drama,0,0,7.664285187581672,26.38984304065983,0,0,1,71.65236802810323,27.23173909398886,27.866758112878873,108345.76322544467,9.042837841814327,0,4.837967157631887,1,0,38.435992397034205,149,92008083.39149052,0,Medium
21,Romance,1,0,2.285652585707547,36.176655098914885,1,1,1,87.49412542151413,45.41462657015568,85.65583277774657,846273.0663695567,3.623652353360731,2,5.740730671870415,0,0,3.5268606111542073,209,90781761.77862133,1,Low
42,Action,0,0,7.7808513003127215,67.7254266064273,0,0,1,13.553378113549243,54.231520730506176,35.30045942078805,735982.2687913317,6.064403890079825,3,4.252443504089882,1,1,72.99920120068222,179,52769752.68487954,0,High
31,Action,0,1,7.920305038968769,7.193919379725706,0,1,1,86.79297317095485,66.69884735596266,97.33148960190195,212505.0616835037,1.8975787510949416,0,6.634535782985462,1,0,83.27019398808125,132,22019622.291834693,0,High
26,Action,1,0,6.926864641030494,21.840187026868954,1,0,1,59.763950187015496,78.61321320005337,97.99369914261212,146140.72373604088,9.297600671194752,2,1.275115306128669,1,1,13.376355321465166,128,79824853.62539835,0,Medium
43,Action,0,0,7.895043395160275,81.09334038887596,0,0,1,13.583938595835374,40.08592100494735,27.559326024902113,316976.0563768988,2.26693411994092,4,9.72902207693587,0,1,14.410402876014391,236,21449926.187772643,1,Low
19,Action,0,1,8.613292957099588,15.545270434793306,1,0,0,43.32664368061149,64.958647465563,5.056844002739155,976094.5154458724,3.024071251573665,1,9.322380928410134,0,1,82.40017596998227,157,26794006.94798125,1,High
37,Comedy,1,1,6.522437028137126,34.92186950572963,0,1,0,16.92516905502469,15.910484353783394,70.80126513633253,257574.74299249158,6.023207423153935,3,9.417431463237403,1,0,92.26883148280825,61,23402106.75007259,0,High
45,Romance,0,1,1.7974424257271115,86.60123326395586,0,1,1,70.33444099779038,93.33216195370538,45.64766376218603,456671.08173768665,7.876837001916834,3,4.285031460253466,1,1,79.2847288307408,112,51546742.129211,0,High
64,Drama,0,0,5.388650287004898,16.337605803200823,0,1,0,76.12794530737702,38.92282183567935,10.974531551998053,30990.205491618977,6.57416175342669,4,5.7870186189318975,1,0,20.873749967783425,178,32250568.066091083,1,Low
24,Drama,0,1,1.6988440120444457,9.1909467262008,1,1,0,11.473855507007096,73.22262077566741,71.04475907882623,397830.3020366663,3.0892052152014053,3,9.587175427518178,1,0,41.740600723987875,66,15500189.357571611,0,Low
61,Drama,1,1,4.667887279291877,48.96926151292107,1,0,1,51.10784541676979,3.013767106335587,4.086316002080201,571748.6954176696,1.008487382747413,3,9.12111450784828,1,0,60.483400160725495,207,45372023.84819885,1,Medium
25,Drama,0,0,4.663958402130649,30.939531616575103,0,0,0,81.6478805465658,21.313527147575893,87.14947235873197,953171.4878954571,7.814355222766952,3,8.112200283110326,1,0,16.86905390826204,217,87403333.15463819,1,Low
64,Comedy,0,1,1.5940885972621741,56.777428083901555,1,0,0,93.68014111354866,49.22117188803422,14.726600382217068,517219.30889512436,9.866865933199843,3,4.665984308628332,1,1,21.84964677061832,134,57098230.20950222,1,Low
52,Sci-Fi,1,0,4.139384805725314,80.57668415786404,0,1,1,51.838268807435234,87.94699430550232,13.603875995925776,819288.2188515101,8.289218082754815,2,6.079053008639561,1,1,29.005721134786942,154,87845727.02816994,1,Medium
31,Romance,0,0,1.9989828891218335,14.577700327121573,1,0,0,95.0776431375293,53.198259845117036,18.391557498889867,547580.5149263317,5.141859563409538,2,8.13621226794983,0,1,51.44181375879281,62,19667631.289405826,1,Medium
34,Action,1,1,8.274116890083,58.489209370874214,1,1,1,54.03320807514695,93.05717774709403,96.06636949071459,41744.22842208258,9.13390535259196,1,3.4571079598602856,1,1,51.56968383057721,138,16780689.979888145,1,High
53,Sci-Fi,1,1,9.529192233680236,51.04536727859653,0,1,1,40.02485896539089,48.895892761696835,69.62376666513076,315693.26691458427,4.68862905806515,3,6.638044314053002,0,0,81.61515741540771,76,57600154.85727218,1,High
57,Drama,0,1,1.6508482773214475,15.263799815306758,0,1,0,84.97210972673665,49.55446057685904,80.33578201090003,575973.9583232722,5.724406758191208,4,8.451408923666712,1,0,75.54800986807493,171,46386557.26447268,0,Medium
21,Sci-Fi,1,1,9.596036865625313,62.775850067369255,0,1,0,49.80528833535082,12.854932061552656,40.36586358754255,950643.3719651932,5.2941679065611496,0,7.367093125596113,0,0,91.45983183588426,111,66051246.900530994,1,High
19,Romance,1,1,5.703189394030707,28.090401368216394,0,1,0,47.71834854588778,80.46296817106976,34.2949600229906,859271.2293914821,5.028614853989724,1,5.315325680719006,0,0,83.45727055963505,66,79483216.42357548,0,High
23,Action,0,1,3.696091101584865,49.29559753585723,0,0,1,49.540936451573,25.449575834239187,24.213916671533823,229127.2585646688,7.976716923645151,0,6.261475235996425,1,1,26.133877282259814,171,75155598.83565243,0,Low
59,Action,1,0,1.6917586774854716,9.144960103429126,1,1,1,84.8317151851048,90.06163644785919,48.58415480292849,220889.72018914434,5.740920165425428,0,9.898079888312147,0,1,33.798380161095984,192,94231891.24849026,0,Low
21,Romance,1,0,5.50561841263376,46.498821664148686,1,1,1,83.36221262711716,91.17159781270921,55.63104461988268,201971.79414678685,3.850454098226945,3,6.41789015182489,0,0,50.541901119620846,113,39885815.27478545,1,Medium
46,Romance,0,1,8.150639900416738,31.33988333623921,0,0,0,40.948479251580906,94.38770107554082,63.54570952162278,922576.3974062006,3.3234235089263047,4,8.070559786167793,1,0,2.412842321800815,120,20718035.550593257,0,Low
35,Drama,0,0,7.363778295400284,82.41573990735009,0,1,0,33.996686127181974,52.50281842120591,26.454731895870758,852813.4869486189,1.3397258527069005,0,7.539442879398964,1,0,90.48629862208843,168,55136172.73079379,1,High
43,Action,0,1,1.4520341031757638,6.64089397273946,0,1,1,49.700874379873795,68.03228469358079,94.91675400939607,775108.5488206958,6.248756456947413,0,7.313415539764269,1,0,5.3900770436715835,75,11163237.707099441,1,Low
61,Sci-Fi,1,0,1.6561165183111317,42.44212021691467,1,0,0,57.70447846397379,78.07307212610469,17.806091322506447,393342.37911000336,3.069652738609308,1,7.447321496026392,0,1,32.921685810846995,106,28956227.22082998,0,Low
51,Comedy,0,0,4.625859543693734,46.38471098901236,0,0,0,24.595383852171697,13.970447246396095,96.59966430187482,504876.32359446806,2.3332052981474476,4,5.089687761533175,1,0,57.348304328444264,107,20868016.720788132,0,Medium
27,Comedy,1,0,3.6576144464314897,72.77560155361276,0,0,1,79.60155338684348,60.49476230475223,2.470756128242875,464867.41305035766,6.8844696744490985,4,5.267441570663128,0,1,52.266297472079714,180,39716715.308028385,0,Medium
53,Romance,1,1,3.0914589075044305,57.854469933930886,1,1,1,49.161793807509866,4.395492229027855,48.63144348986771,254144.70945181328,7.13088332039394,0,5.210764636247041,1,1,65.79152938976159,123,11210535.842721317,0,Medium
31,Drama,1,0,3.5290404901784225,67.05402138222392,1,0,0,34.070509293576,50.25904225548386,34.00341597353972,505523.01810261817,7.769394030318994,4,1.2992914649134728,1,0,53.22449735412669,109,3280990.2803549753,1,Medium
48,Comedy,1,1,8.23134468967196,77.92787927952385,1,0,1,11.57527830343507,16.329425480402513,45.46321797909483,31466.05130490171,5.5321920670473235,1,3.1695879729909113,0,0,23.671141144600405,100,65713721.06254017,0,Low
32,Action,1,0,9.363052482686685,86.3580943921607,1,0,0,24.645670879957084,19.109369670246387,57.49579331909811,132678.5631239617,9.04649144683498,1,2.3910760598489453,0,1,20.906740591593316,81,61063872.9311515,0,Medium
25,Romance,1,0,4.645924250748098,32.07367417552458,0,1,1,94.97883600384239,37.13970910256755,44.123326643258196,886703.0065727774,9.42708478058405,1,8.978005102575317,0,1,90.81745983847436,174,70865057.71026225,0,High
31,Sci-Fi,1,0,9.154999019192473,54.264247831026395,1,0,1,31.204868995133133,43.8112795049338,42.0698381798579,751928.0872643918,8.266338458132406,3,3.474724298076541,1,0,27.132706936823663,64,66072605.38310726,0,Medium
40,Romance,0,0,3.8934613112309377,84.17069976548079,1,1,1,17.717069647336498,62.69407002868654,73.53961812591734,423445.540650028,6.720341338073685,0,2.2459837101898636,1,1,28.816746154071833,204,11518038.646124111,0,Low
57,Sci-Fi,0,0,5.287932877094125,98.95566196554059,0,1,0,46.60660637384433,8.36841342541305,68.90175123356,517633.21192159335,3.733488582320698,4,2.0779023871979643,1,0,41.882336713934116,160,29178780.249427065,1,Medium
38,Romance,1,1,3.0342609803439977,89.06241179333256,0,0,0,31.40168659266462,50.86548436250702,83.49385692154894,370628.88707401743,9.84650429458199,1,7.299908510969428,0,0,14.80439438784742,137,13039708.3290452,1,Low
33,Romance,1,1,6.7642843795825955,37.7752589998133,0,1,1,4.480765776848221,19.07988789505701,25.74593914271006,741039.0872935118,3.467225504727445,0,1.0547497982346337,0,1,51.2200115979008,100,84312942.96465147,1,Medium
62,Romance,0,0,9.81083003657328,20.32148520464639,1,1,1,32.991376510662306,57.823542328142445,61.34332246565229,784402.9920528475,2.8239122979138793,0,5.241739615808574,0,1,66.83814440851101,151,74715675.17001678,0,Medium
35,Sci-Fi,1,0,6.431437864390408,49.44986120325228,0,0,1,54.86675377000739,64.10305661385718,58.93428375389253,763521.9050129559,4.979387024079244,3,2.0698399503837663,0,0,78.81404871565933,222,20232547.59153242,0,High
64,Sci-Fi,0,0,4.22032675702194,74.42250373176819,1,1,0,55.619524829976726,56.11421639873253,37.60404327639618,722889.1131096152,1.5115651364114961,4,8.646970398723147,1,0,71.43396994455868,227,34196793.12494035,1,Medium
41,Romance,0,0,6.830357013914755,49.76433800457646,1,0,1,36.29933319651198,74.09125553735245,49.11969664836541,205299.83435410302,9.806450182046117,4,9.626053208072124,0,1,15.615960443946106,81,96664837.727195,1,Medium
43,Comedy,0,1,2.106286106188488,48.83490546805318,1,1,1,45.282972869007466,34.22531517984923,32.064432187267144,338632.0092612383,6.295902007747824,1,9.628791545934133,0,1,46.15064735212147,235,59456519.85217718,1,Medium
42,Drama,1,0,8.997931722388588,83.98481168709826,0,1,1,96.58627390524187,76.74555257167995,15.042595364081535,470375.58954869123,6.012568824977578,1,4.977676980520924,1,1,4.820033880009664,112,80135444.17038561,1,Low
62,Drama,1,1,5.527755557018527,36.77897412765145,1,0,1,38.35749924580085,43.843941089111176,22.16631985561055,331462.198436228,6.902166519097479,0,6.800633419913169,1,1,2.762001675373979,152,26532644.373396043,0,Low
58,Drama,0,0,5.0441476783567785,86.11967280635292,0,0,0,26.564454512738315,48.934265333937084,11.445850993718908,755185.2599581706,5.47321282999486,4,6.397337228596702,0,0,44.57291140910626,69,21084286.72591259,0,Medium
46,Sci-Fi,0,1,6.272783096081673,41.27367529422063,0,1,0,25.103237362609253,65.16211059884607,68.62388794382228,330024.1707257047,1.2885716538508742,4,4.150350112473577,0,0,26.043088951305272,205,78413301.19177018,0,Low
32,Sci-Fi,0,0,6.623054765104622,33.4950774621556,0,1,1,46.31869665770928,2.817480015923172,66.412011917806,139093.85469855182,6.510801599563571,1,4.99658042278478,0,0,68.65271869246291,108,68618658.27762087,1,High
62,Comedy,0,0,1.6459822560386173,45.9450012087702,1,0,0,76.19249472297746,65.74542792060458,95.1100307864074,399641.4115962558,7.445564892607876,2,1.5789132750995711,0,1,72.69983789452785,130,68129695.12825519,1,Medium
18,Drama,0,1,7.143554991010622,76.48224890881198,1,1,0,21.392830234658845,62.239929758139425,73.23816295107689,979934.5183495979,4.750741545616478,0,8.161291294043385,0,1,89.64496873126731,217,55308194.72473647,1,High
42,Drama,1,0,3.177385122839766,13.474200758535433,1,1,0,71.22031658693604,31.67486455857471,6.152538036857013,226655.5315206423,7.815660148640736,4,3.167231609391571,0,0,76.30756884036484,78,56401476.44337723,0,High
24,Romance,0,0,7.4255736925593085,20.44550237132972,0,1,1,3.093832511592212,9.493634205049458,88.54027221896646,612546.5002842859,3.0430116940457856,3,5.144745980227386,1,1,5.776168190517628,114,73596180.78009476,0,Low
26,Sci-Fi,1,0,8.40281314945777,95.1930377406461,1,1,0,42.474364820410656,10.002609541391074,86.40484113162685,433540.0767898666,2.9914893195956562,3,5.325586602549795,1,1,37.790678025419,80,27073247.86400741,1,Medium
41,Drama,0,1,8.235626567972684,18.37367111075438,1,0,0,77.8106414550759,92.39915095153764,44.888711756497166,71953.5430816773,2.4527528891881656,2,6.046405652361864,1,1,28.029311823460088,85,35341569.73910988,0,Low
18,Comedy,1,0,5.972508706671002,57.205004475174405,1,0,0,34.53456262166871,69.23865280135787,59.00044200226423,488388.7293920614,4.347952838102456,1,8.36088974099281,1,1,39.22711253288896,87,87176513.3749535,1,Medium
61,Comedy,1,0,5.68152903079676,58.35213219953185,1,0,1,56.809973043094544,13.583158763303299,97.63175491477936,702462.1643196641,8.623108318501751,1,7.226929415653747,0,1,16.847490237901454,226,30955633.58111456,1,Low
25,Drama,1,1,2.2858836520547055,49.47282174297423,1,0,1,21.29294404976517,36.31559376158173,53.69813202096846,513706.75585199095,8.451208559341579,1,6.9675674421627285,0,1,10.672706265368753,220,54676326.180791974,1,Low
41,Sci-Fi,1,1,7.978115353628221,64.82977960910503,0,0,0,74.45754372149106,59.65581639625805,90.62686100923288,872233.9576828345,4.445417871671534,3,5.7407094622444585,0,0,52.57746970833166,99,70293682.45426774,0,Medium
28,Comedy,1,1,3.4426844240204293,23.752845853964224,0,0,0,6.175631223607202,83.72159880397422,9.220837023208457,289648.07964092505,6.302068623822129,1,1.8636017945193093,0,0,72.31774977577304,88,99992490.20063433,1,Medium
34,Romance,1,0,5.470258805361519,55.71356450989807,0,1,1,85.40172184267453,5.322431942587844,19.9141350021596,87162.92213266095,7.487346848274241,3,4.618076244857752,1,0,70.48917929126235,79,43585604.01638366,1,High
25,Comedy,0,0,3.5584668363476504,37.84515226944282,0,0,1,20.621442255745148,24.426680015530877,44.634739400690464,936629.046046348,3.170860971652207,2,9.615851661614968,0,0,45.64348789544649,79,42866478.374831885,0,Low
52,Action,1,0,2.2044552669972384,66.50505870328972,1,1,0,87.56540513912475,89.08515003924262,58.89092402539317,378818.1531786908,2.513269773052724,0,9.959932677594272,0,1,52.70561964260566,133,84274579.10542338,1,Low
52,Action,0,1,6.666019272025629,14.981130793941796,0,1,0,35.900394888751215,1.9073894681978318,81.80655733441722,576829.1459021798,9.748863938910798,4,7.574483314908264,0,0,52.11654352835549,199,80569760.81486034,1,High
50,Sci-Fi,1,0,1.4889883134061344,57.51686426710815,1,1,1,72.54567387297418,20.93851117659485,98.8379493991755,792211.1230040658,6.558015818886567,2,3.0476346676718054,0,0,69.46546739903756,179,73134480.5852814,0,Medium
22,Drama,1,0,7.7378071071358,19.341765182949047,0,0,1,32.60330448083266,95.94339342132363,39.49629815093753,324989.350211705,9.832741496502974,3,1.9170158140305633,1,0,5.744592419646384,156,46376640.777161986,1,Medium
59,Sci-Fi,0,1,3.85828115735005,28.585663248388602,0,1,0,90.68525545223011,61.72678280569494,5.694147977868408,716448.3736394335,4.039803884190062,2,4.732879231415794,0,0,71.27971477825116,179,32461518.10405551,1,Medium
56,Sci-Fi,1,1,1.001212237040368,22.652270232034738,0,0,1,13.537075426319062,26.90546529711314,80.31597882623716,136283.43096801022,7.327285299767183,4,8.709147121234022,1,1,58.63788917497146,84,60912175.21022638,1,Medium
58,Sci-Fi,0,1,5.6001622531350685,19.100940207012894,1,1,0,18.673459137987273,7.632118345188913,60.833691189198,292002.45345829974,3.0034327288711395,0,7.496778159055005,0,1,20.612762752485846,212,87634706.98385093,0,Low
45,Sci-Fi,0,1,1.4216671767484281,82.74538420450604,1,1,0,49.80998239072143,3.7909427042749937,20.655743027951964,145565.9255003834,3.3508015414652164,4,8.955030137869944,0,0,5.856826520880186,63,88389368.07503779,1,Low
24,Romance,0,1,3.4855260203880953,29.285049198428144,0,0,0,9.111905464776466,25.2297628840558,49.9880172055206,811419.3278429565,5.607119091426616,3,6.54198683227887,0,0,11.744251265230954,63,10938984.6725368,1,Low
26,Romance,0,0,7.362788387101445,92.78525440458048,1,1,1,20.402038285474433,88.26709613930214,74.48871430783872,223426.5859915586,3.876563129572641,4,2.172955281307231,1,1,52.944442800507694,196,42892193.35293375,1,Medium
25,Comedy,1,1,1.5642065945967927,97.0227260091739,0,1,0,94.43287183898943,42.17545177545344,77.27076691979573,717686.151849805,2.50859407456526,2,2.033163702983477,0,1,76.08244447903701,202,46525723.42425507,0,Medium
29,Action,1,0,8.554046431204021,57.554786523772634,0,1,0,97.67247645364083,72.31300354743331,50.46222278787744,943355.0988484069,3.3659263179039343,1,1.4320207236711635,0,0,34.131071425325615,85,97763775.21562295,0,Medium
51,Sci-Fi,0,0,1.034379303927248,15.157111143906913,0,1,1,38.24967360371177,91.91021850261582,31.216238482757053,528244.4368598082,1.3217355501927819,2,6.1037197351617785,0,1,38.533267159816944,138,67832001.7227342,0,Low
50,Comedy,1,1,3.2214148228171204,38.080276094578544,1,0,1,92.40531608037963,41.39600569867884,97.40051562181085,540489.163068427,7.3398125932973795,3,3.1859761296231013,1,1,93.48049508956512,149,40783917.08448085,1,High
40,Action,1,1,7.668136505368643,79.9754940714732,0,1,0,54.93764289166974,19.93645973270231,66.6728984846928,461572.5345297142,5.429049913772754,0,7.609452772194555,1,0,22.088295319225026,130,2703182.8099607406,0,Low
41,Drama,0,1,3.846431347563761,37.37168214100998,0,1,0,27.704504121502936,52.19467515483503,41.415514415283575,326564.2532502491,1.8481875976407305,4,7.176249422717565,0,1,11.271193032959811,219,56581977.49390967,1,Low
54,Romance,1,0,1.9170314925941216,9.614704611976086,0,0,1,70.53747338697927,90.90028501892559,28.76585919626059,476179.3758939922,2.545245938156421,0,3.8629966816748524,1,0,34.99760126620178,135,9697989.966271777,0,Low
52,Action,0,1,4.242105269203851,56.12170618189061,1,1,1,66.23127885091087,80.63306699963236,73.37919531735265,603204.7247344927,1.9228108430137962,3,2.5912149981765795,0,0,74.8462898297351,158,83461550.73904154,0,Medium
